name,category,stock,price,supplier
Sports Elite Kit 84,Sports,192,76.32,HomeGoods LLC
Home & Kitchen Premium Bundle 38,Home & Kitchen,419,113.96,HomeGoods LLC
Sports Max Device 45,Sports,390,183.6,FitGear
Sports Pro Accessory 66,Sports,296,225.39,StyleInc
Grocery Super Gadget 16,Grocery,290,58.78,TechCorp
Electronics Premium Bundle 97,Electronics,254,164.61,FitGear
Grocery Elite Device 11,Grocery,349,64.78,FitGear
Grocery Pro Product 98,Grocery,33,14.33,TechCorp
Home & Kitchen Pro Gadget 31,Home & Kitchen,279,445.57,TechCorp
Electronics Super Bundle 76,Electronics,408,16.17,HomeGoods LLC
Sports Super Gadget 65,Sports,203,476.83,StyleInc
Home & Kitchen Eco Widget 38,Home & Kitchen,38,181.51,FreshFarms
Sports Ultra Device 27,Sports,30,153.4,StyleInc
Grocery Basic Product 43,Grocery,75,125.65,HomeGoods LLC
Grocery Smart Gadget 72,Grocery,165,375.82,TechCorp
Sports Eco Widget 75,Sports,257,186.16,StyleInc
Sports Super Tool 54,Sports,206,98.26,StyleInc
Clothing Smart Product 57,Clothing,420,110.81,StyleInc
Grocery Premium Item 15,Grocery,230,117.82,TechCorp
Electronics Premium Kit 49,Electronics,268,278.42,TechCorp
Sports Ultra Tool 31,Sports,424,321.11,StyleInc
Sports Elite Product 36,Sports,439,72.83,HomeGoods LLC
Grocery Basic Kit 47,Grocery,315,74.39,HomeGoods LLC
Grocery Basic Kit 74,Grocery,16,190.69,FitGear
Clothing Basic Product 15,Clothing,0,15.36,FitGear
Grocery Super Tool 55,Grocery,471,403.96,FreshFarms
Home & Kitchen Super Accessory 83,Home & Kitchen,21,340.06,FitGear
Grocery Classic Tool 98,Grocery,34,14.1,FitGear
Grocery Elite Kit 56,Grocery,278,414.08,TechCorp
Electronics Smart Item 10,Electronics,30,206.23,HomeGoods LLC
Home & Kitchen Smart Accessory 63,Home & Kitchen,144,361.93,TechCorp
Sports Eco Widget 11,Sports,429,8.13,HomeGoods LLC
Clothing Basic Pack 38,Clothing,487,219.92,HomeGoods LLC
Home & Kitchen Max Kit 92,Home & Kitchen,36,38.92,HomeGoods LLC
Electronics Eco Widget 95,Electronics,284,98.79,FitGear
Clothing Elite Bundle 40,Clothing,202,378.67,HomeGoods LLC
Grocery Premium Bundle 84,Grocery,173,405.47,FitGear
Home & Kitchen Max Bundle 49,Home & Kitchen,392,482.86,FitGear
Electronics Classic Widget 41,Electronics,117,376.08,HomeGoods LLC
Clothing Ultra Kit 16,Clothing,45,463.23,TechCorp
Grocery Max Widget 36,Grocery,72,73.84,HomeGoods LLC
Clothing Classic Bundle 59,Clothing,313,414.88,FreshFarms
Clothing Pro Accessory 31,Clothing,311,54.02,TechCorp
Sports Max Device 79,Sports,39,161.62,FitGear
Grocery Elite Item 55,Grocery,477,123.61,FitGear
Grocery Smart Item 62,Grocery,178,175.1,FreshFarms
Sports Elite Tool 40,Sports,345,207.46,FitGear
Clothing Ultra Product 42,Clothing,259,146.41,StyleInc
Clothing Elite Device 44,Clothing,300,466.34,HomeGoods LLC
Grocery Classic Pack 46,Grocery,208,393.49,FitGear
Home & Kitchen Elite Gadget 91,Home & Kitchen,127,493.61,HomeGoods LLC
Electronics Eco Product 65,Electronics,107,51.16,FreshFarms
Grocery Super Gadget 30,Grocery,464,24.98,FreshFarms
Clothing Max Device 43,Clothing,140,388.83,StyleInc
Sports Eco Product 39,Sports,22,387.26,FreshFarms
Electronics Basic Bundle 79,Electronics,31,176.42,FitGear
Clothing Classic Tool 73,Clothing,147,432.43,HomeGoods LLC
Sports Eco Item 43,Sports,445,331.33,StyleInc
Clothing Max Accessory 39,Clothing,297,424.43,TechCorp
Sports Classic Kit 26,Sports,350,251.39,StyleInc
Electronics Classic Bundle 18,Electronics,418,359.17,TechCorp
Clothing Classic Bundle 77,Clothing,237,405.44,HomeGoods LLC
Sports Premium Pack 64,Sports,406,333.84,HomeGoods LLC
Grocery Super Tool 64,Grocery,81,238.11,FitGear
Clothing Eco Device 53,Clothing,396,276.06,FreshFarms
Clothing Eco Tool 39,Clothing,164,25.76,FreshFarms
Home & Kitchen Pro Accessory 88,Home & Kitchen,308,274.51,FitGear
Sports Premium Gadget 77,Sports,236,401.09,HomeGoods LLC
Home & Kitchen Elite Accessory 81,Home & Kitchen,305,434.55,FitGear
Sports Basic Gadget 25,Sports,235,86.34,HomeGoods LLC
Clothing Classic Gadget 85,Clothing,348,411.58,StyleInc
Home & Kitchen Basic Widget 98,Home & Kitchen,36,383.33,StyleInc
Home & Kitchen Elite Gadget 84,Home & Kitchen,477,383.03,StyleInc
Home & Kitchen Premium Gadget 38,Home & Kitchen,202,447.04,HomeGoods LLC
Home & Kitchen Smart Accessory 19,Home & Kitchen,44,54.33,HomeGoods LLC
Electronics Super Accessory 75,Electronics,16,240.91,FitGear
Home & Kitchen Classic Bundle 60,Home & Kitchen,490,489.63,FitGear
Home & Kitchen Ultra Widget 16,Home & Kitchen,204,395.59,StyleInc
Clothing Premium Bundle 67,Clothing,187,435.61,FitGear
Home & Kitchen Super Gadget 36,Home & Kitchen,37,195.5,FreshFarms
Home & Kitchen Ultra Pack 74,Home & Kitchen,46,161.31,TechCorp
Electronics Smart Widget 23,Electronics,410,149.95,HomeGoods LLC
Grocery Premium Accessory 42,Grocery,303,225.06,FreshFarms
Home & Kitchen Basic Product 18,Home & Kitchen,171,315.1,StyleInc
Clothing Basic Bundle 80,Clothing,126,89.24,StyleInc
Electronics Premium Product 47,Electronics,397,393.55,FreshFarms
Grocery Classic Widget 55,Grocery,361,282.94,FitGear
Electronics Ultra Item 67,Electronics,275,486.56,FreshFarms
Sports Smart Accessory 58,Sports,245,435.54,HomeGoods LLC
Home & Kitchen Super Kit 25,Home & Kitchen,410,14.52,HomeGoods LLC
Home & Kitchen Ultra Product 93,Home & Kitchen,200,228.06,TechCorp
Electronics Elite Pack 15,Electronics,339,55.84,TechCorp
Electronics Basic Widget 91,Electronics,255,230.42,FitGear
Home & Kitchen Smart Item 79,Home & Kitchen,11,134.71,FitGear
Grocery Premium Bundle 37,Grocery,330,435.24,TechCorp
Grocery Smart Product 75,Grocery,245,207.53,FreshFarms
Sports Super Item 39,Sports,94,436.73,FreshFarms
Electronics Eco Item 57,Electronics,383,262.91,FitGear
Sports Premium Gadget 61,Sports,294,364.65,TechCorp
Grocery Max Tool 61,Grocery,278,318.0,HomeGoods LLC
Home & Kitchen Basic Gadget 35,Home & Kitchen,133,257.05,HomeGoods LLC
Grocery Smart Accessory 37,Grocery,98,207.68,FreshFarms
Grocery Super Widget 45,Grocery,310,173.44,FreshFarms
Clothing Smart Bundle 79,Clothing,490,209.27,StyleInc
Home & Kitchen Premium Item 32,Home & Kitchen,396,257.13,TechCorp
Grocery Classic Item 21,Grocery,14,265.33,StyleInc
Grocery Eco Bundle 54,Grocery,326,353.85,HomeGoods LLC
Home & Kitchen Basic Gadget 23,Home & Kitchen,269,118.53,FitGear
Grocery Eco Bundle 24,Grocery,303,34.07,FitGear
Clothing Ultra Item 88,Clothing,277,456.89,FreshFarms
Sports Classic Device 48,Sports,293,479.85,FitGear
Clothing Max Gadget 77,Clothing,111,474.27,StyleInc
Clothing Smart Gadget 33,Clothing,278,380.36,StyleInc
Home & Kitchen Classic Pack 78,Home & Kitchen,44,9.31,TechCorp
Grocery Eco Gadget 67,Grocery,376,468.49,TechCorp
Clothing Pro Pack 96,Clothing,205,458.2,FitGear
Clothing Ultra Widget 47,Clothing,21,135.69,FitGear
Sports Premium Gadget 63,Sports,275,105.44,StyleInc
Electronics Classic Pack 37,Electronics,313,139.01,HomeGoods LLC
Electronics Classic Item 88,Electronics,488,82.4,StyleInc
Home & Kitchen Pro Accessory 12,Home & Kitchen,29,348.38,FreshFarms
Clothing Classic Tool 70,Clothing,391,454.05,FitGear
